CÓDIGO;COMPONENTE CURRICULAR;TURMA;HORARIO 1;HORARIO 2;HORARIO 3;PERÍODO;TIPO;DEPARTAMENTO;LOCAL;VAGAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10247;QUÍMICA ANALÍTICA L II;LQ3;SEG - 14:00 as 16:00;QUI - 16:00 as 18:00;;4;;DQ;Departamento de Química -Sala 6B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10244;QUÍMICA INORGÂNICA L I;LQ3;TER - 16:00 as 18:00;QUI - 14:00 as 16:00;;4;;DQ;Departamento de Química - Sala 6B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10243;QUÍMICA L II;LQ3;SEG - 14:00 as 16:00;QUI- 16:00 as 18:00;;2;;DQ;Departamento de Química - Sala 2B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10315;QUÍMICA ORGÂNICA L II;LQ3;SEG - 16:00 as 18:00;QUA - 14:00 as 16:00;;4;;DQ;Departamento de Química -Sala 6B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10317;QUÍMICA ORGÂNICA L IV;LQ3;SEG - 16:00 as 18:00;QUA - 14:00 as 16:00;;6;;DQ;Departamento de Química -Sala 2B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10320;TECNOLOGIAS DA INFORMAÇÃO E COMUNICAÇÃO NO ENSINO DE QUÍMICA;LQ3;QUA - 14:00 as 16:00;;;2;;DQ;Departamento de Química - Sala 2B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10043;MONOGRAFIA - LIC. EM QUÍMICA;LQ4;TER - 14:00 as 16:00;;;9;EXTRA;DQ;CEGEN - Sala 105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4325;ANÁLISE E INTERPRETAÇÃO DO TEXTO LITERÁRIO;LT1;QUA - 18:30 às 21:50;;;2;;DL;MANOEL AMARO - 1º and - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5268;DIDÁTICA;LT1;QUA - 18:30 as 20:10;SEX - 18:30 as 20:10;;6;;DED;MANOEL AMARO - 1º and - Sala 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5200;DIDÁTICA DO ENSINO DE LINGUAGEM;LT1;SEG - 18:30 às 20:10;TER - 18:30 às 20:10;;7;;DED;MANOEL AMARO - 1º and - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4849;DRAMATURGIA  MODERNA E CONTEMPORÂNEA: ESTUDOS DE TEXTOS;LT1;SEG - 16:00 às 18:00;TER - 16:00 às 18:00;;OPT;OPTATIVA;DL;MANOEL AMARO - 1º andar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5359;ESTÁGIO SUPERVISIONADO OBRIGATÓRIO I - LETRAS;LT1;TER - 18:30 as 21:50;QUI - 21:00 as 21:50;;6;;DED;MANOEL AMARO - 1º and - Sala 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5360;ESTÁGIO SUPERVISIONADO OBRIGATÓRIO II - LETRAS;LT1;QUA - 18:30 às 21:50;SEX - 18:30 às 19:20;;7;;DED;MANOEL AMARO - 1º and - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5361;ESTÁGIO SUPERVISIONADO OBRIGATÓRIO III - LICENCIATURA EM LETRAS;LT1;SEG - 18:30 às 21:50;SEX - 20:10 às 21:00;;8;;DED;CEGOE - SALA 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5362;ESTÁGIO SUPERVISIONADO OBRIGATÓRIO IV - LICENCIATURA EM LETRAS;LT1;QUI - 18:30 às 21:50;SEX - 18:30 às 19:20;;9;;DED;CEGOE - 2º Andar - SALA 24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5140;ESTRUTURA E FUNCIONAMENTO DA EDUCAÇÃO BRASILEIRA (TURMA TU2);LT1;QUA - 20:10 as 21:50;QUI - 20:10 as 21:50;;5;;DED;MANOEL AMARO - 1º and - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4320;ESTUDOS FONÉTICO-FONOLÓGICOS TEORIA E ENSINO DA LÍNGUA PORTUGUESA;LT1;SEG - 20:10 as 21:50;QUA- 20:10 as 21:50;;1;;DL;MANOEL AMARO - 1º and - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4318;ESTUDOS LINGUÍSTICOS A;LT1;SEG - 18:30 as 20:10;QUA - 18:30 as 20:10;;1;;DL;MANOEL AMARO - 1º and - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4322;ESTUDOS LINGUISTICOS B;LT1;SEG - 20:10 às 21:50;QUI - 20:10 as 21:50;;2;;DL;MANOEL AMARO - 1º and - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4326;ESTUDOS LINGUISTICOS C;LT1;QUA - 20:10 as 21:50;SEX - 20:10 as 21:50;;3;;DL;MANOEL AMARO - 1º and - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4324;ESTUDOS TEÓRICOS E APLICADOS DA MORFOLOGIA DA LÍNGUA PORTUGUESA;LT1;SEG - 18:30 às 20:10;SEX- 18:30 às 20:10;;2;;DL;MANOEL AMARO - 1º and - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4328;ESTUDOS TEÓRICOS E APLICADOS DA SINTAXE DA LÍNGUA PORTUGUESA;LT1;QUA - 18:30 às 20:10;QUI - 18:30 às 20:10;;3;;DL;MANOEL AMARO - 1º and - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4521;FUNDAMENTOS DE FILOSOFIA;LT1;TER - 16:00 às 18:00;QUA - 16:00 às 18:00;;OPT;OPTATIVA;DECISO;MANOEL AMARO - 1º andar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5139;FUNDAMENTOS FILOSÓFICOS HISTÓRICOS E SOCIOLÓGICOS DA EDUCAÇÃO;LT1;TER - 20:10 as 21:50;SEX- 20:10 as 21:50;;2;;DED;CEGEN - SALA 106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4335;HISTÓRIA DA LÍNGUA PORTUGUESA;LT1;QUI - 18:30 as 20:10;SEX - 18:30 às 19:20;;5;;DL;MANOEL AMARO - 1º and - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6211;INTRODUÇÃO À MICROINFORMÁTICA;LT1;TER - 18:30 as 20:10;SEX - 20:10 as 21:50;;1;;DEINFO;MANOEL AMARO - 1º and - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4370;INTRODUÇÃO À SEMÂNTICA;LT1;SEG - 20:10 às 21:50;TER - 20:10 as 21:00;;4;OPTATIVA;DL;MANOEL AMARO - 1º and - Sala 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4321;INTRODUÇÃO AOS ESTUDOS LITERÁRIOS;LT1;QUI - 18:30 as 20:10;SEX - 18:30 as 20:10;;1;;DL;MANOEL AMARO - 1º and - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4339;LÍNGUA BRASILEIRA DE SINAIS ESTUDOS LINGUÍSTICOS;LT1;SEG - 20:10 às 21:50;QUI - 18:30 as 20:10;;6;;DL;MANOEL AMARO - 1º and - Sala 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4319;LÍNGUA ESPANHOLA I;LT1;TER - 20:10 as 21:50;QUI - 20:10 as 21:50;;1;;DL;MANOEL AMARO - 1º and - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4323;LÍNGUA ESPANHOLA II;LT1;TER - 18:30 às 20:10;QUI - 18:30 as 20:10;;2;;DL;MANOEL AMARO - 1º and - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4327;LINGUA ESPANHOLA III;LT1;SEG - 18:30 às 20:10;QUI - 20:10 as 21:50;;3;;DL;MANOEL AMARO - 1º and - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4330;LÍNGUA ESPANHOLA IV;LT1;QUA- 20:10 as 21:50;QUI - 18:30 às 20:10;;4;;DL;MANOEL AMARO - 1º and - Sala 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4334;LÍNGUA ESPANHOLA V;LT1;SEG - 20:10 às 21:50;QUA- 18:30 as 20:10;;5;;DL;MANOEL AMARO - 1º and - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4332;LÍNGUA LATINA I;LT1;QUA- 18:30 as 20:10;QUI - 21:00 as 21:50;;4;;DL;MANOEL AMARO - 1º and - Sala 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4399;LITERATURA AFRICANA DE EXPRESSÃO PORTUGUESA;LT1;SEX - 19:20 às 21:50;;;5;OPTATIVA;DL;MANOEL AMARO - 1º and - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4342;LITERATURA BRASILEIRA DO MODERNO AO CONTEMPORÂNEO;LT1;QUA - 20:10 às 21:50;SEX - 20:10 as 21:50;;6;;DL;MANOEL AMARO - 1º and - Sala 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4337;LITERATURA BRASILEIRA E MODERNIDADE DO SÉC. XIX AO MODERNISMO;LT1;TER - 18:30 às 21:00;;;5;;DL;MANOEL AMARO - 1º and - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4854;LITERATURA DE LÍNGUA INGLESA EM TRADUÇÃO A;LT1;QUI - 15:00 às 18:00;;;OPT;OPTATIVA;DL;MANOEL AMARO - 1º andar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4340;LITERATURA EM LÍNGUA ESPANHOLA I;LT1;SEG - 18:30 às 20:10;QUI - 20:10 às 21:00;;6;;DL;MANOEL AMARO - 1º and - Sala 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4348;LITERATURA EM LÍNGUA ESPANHOLA II;LT1;SEG - 20:10 às 21:50;QUI - 18:30 às 20:10;;7;;DL;MANOEL AMARO - 1º and - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4329;LITERATURA PORTUGUESA;LT1;SEG - 20:10 às 21:50;TER - 18:30 às 20:10;;3;;DL;MANOEL AMARO - 1º and - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5289;METODOLOGIA DA PESQUISA EM EDUCAÇÃO L;LT1;TER - 20:10 as 21:50;SEX - 18:30 às 20:10;;8;;DED;CEGOE - SALA 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4333;ORIGEM E FORMAÇÃO DA LITERATURA BRASILEIRA;LT1;SEG - 18:30 às 20:10;TER - 21:00 às 21:50;;4;;DL;MANOEL AMARO - 1º and - Sala 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4350;PRÁTICA PEDAGÓGICA DA LÍNGUA ESPANHOLA E DE LITERATURA NA LÍNGUA ESPANHOLA II;LT1;SEG - 18:30 às 21:00;;;9;;DL;CEGOE - 2º Andar - SALA 24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4354;PRÁTICA PEDAGÓGICA DA LÍNGUA PORTUGUESA II;LT1;TER - 18:30 às 20:10;QUA - 18:30 às 19:20;;8;;DL;CEGOE - SALA 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4344;PRÁTICA PEDAGÓGICA DA LITERATURA DE LÍNGUA PORTUGUESA;LT1;QUI - 20:10 às 21:50;SEX - 20:10 as 21:00;;7;;DL;MANOEL AMARO - 1º and - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4349;PRÁTICA PEDAGÓGICA DE LÍNGUA ESPANHOLA E DE LITERATURA EM LÍNGUA ESPANHOLA I;LT1;QUA - 19:20 às 21:50;;;8;;DL;CEGOE - SALA 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4343;PRÁTICA PEDAGÓGICA DE LÍNGUA PORTUGUESA I;LT1;TER - 20:10 as 21:50;SEX - 21:00 às 21:50;;7;;DL;MANOEL AMARO - 1º and - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5317;PSICOLOGIA I;LT1;TER - 20:10 as 21:50;SEX - 18:30 as 20:10;;3;;DED;MANOEL AMARO - 1º and - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5319;PSICOLOGIA II;LT1;TER - 18:30 as 20:10;SEX - 20:10 as 21:50;;4;;DED;MANOEL AMARO - 1º and - Sala 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4392;TÓPICOS DE LITERATURA COMPARADA II;LT1;QUI - 18:30 às 20:10;;;8;OPTATIVA;DL;CEGOE - SALA 22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4360;TRABALHO DE CONCLUSÃO DE CURSO - LETRAS;LT1;TER - 18:30 às 20:10;QUA - 18:30 às 21:50;;9;;DL;CEGOE - 2º Andar - SALA 24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4331;TRADIÇÕES LÍRICAS DA LIT. PORT. DO SÉCULO 19 À ATUALIDADE;LT1;QUI - 20:10 as 21:00;SEX - 18:30 às 20:10;;4;;DL;MANOEL AMARO - 1º and - Sala 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4336;TRADIÇÕES NARRATIVAS DA LITERATURA PORTUGUESA DO SÉC XIX À ATUALIDADE;LT1;SEG - 18:30 às 20:10;TER - 21:00 às 21:50;;5;;DL;MANOEL AMARO - 1º and - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4167;ADMINISTRAÇÃO E PLANEJAMENTO RURAL;SA1;SEG - 07:00 as 09:00;QUA - 10:00 as 12:00;;9;;DADM;CEAGRI I - 2º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2160;AGROECOLOGIA E FITOGEOGRAFIA;SA1;SEG - 07:00 as 09:00;QUI - 07:00 as 09:00;;4;;DB;CEAGRI I - 1º andar - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1403;AGROMETEOROLOGIA;SA1;TER - 09:00 as 10:00;SEX - 09:00 as 12:00;;3;;DEPA;CEAGRI I - 1º andar. - Sala 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11222;AVALIAÇÃO E PERÍCIAS RURAIS;SA1;SEX - 10:00 as 12:00;;;6;;DTR;CEAGRI I - 2º andar - Sala 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10129;BIOQUÍMICA VEGETAL;SA1;TER - 10:00 as 12:00;SEX - 07:00 as 09:00;;3;;DQ;CEAGRI I - 1º andar. - Sala 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1256;BIOTECNOLOGIA  VEGETAL;SA1;TER- 10:00 as 12:00 ;QUI-10:00 as 12:00;;OPT;OPTATIVA;DEPA;CEAGRI 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2104;BOTÂNICA SISTEMÁTICA;SA1;TER - 07:00 as 09:00;QUA - 07:00 as 09:00;;2;;DB;CEAGRI I - 1º andar. - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11258;CARTOGRAFIA E GEOPROCESSAMENTO;SA1;SEX - 07:00 as 10:00;;;4;;DTR;CEAGRI I - 1º andar - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1341;CIÊNCIA DO SOLO;SA1;SEG - 10:00 as 12:00;QUA - 09:00 as 12:00;;5;;DEPA;CEAGRI I - 1º andar - Sala 09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11201;CONSTRUÇÕES RURAIS A;SA1;TER - 07:00 as 09:00;SEX - 10:00 as 12:00;;9;;DTR;CEAGRI I - 2º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1451;CONTROLE DE PLANTAS INVASORAS;SA1;SEG - 09:00 as 10:00;QUI - 09:00 as 10:00;SEX - 07:00 as 09:00;5;;DEPA;CEAGRI I - 1º andar - Sala 09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1425;CULTIVO DE PLANTAS ALIMENTÍCIAS I;SA1;QUA - 09:00 as 12:00;;;7;;DEPA;CEAGRI I - 2º andar - Sala 12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1426;CULTIVO DE PLANTAS ALIMENTÍCIAS II;SA1;QUI - 07:00 as 10:00;;;8;;DEPA;CEAGRI I - 2º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1423;CULTIVO DE PLANTAS INDUSTRIAIS I;SA1;SEG - 07:00 as 10:00;;;7;;DEPA;CEAGRI I - 2º andar - Sala 12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1424;CULTIVO DE PLANTAS INDUSTRIAIS II;SA1;QUA - 07:00 as 10:00;;;9;;DEPA;CEAGRI I - 2º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6102;DESENHO TÉCNICO A;SA1;TER - 07:00 as 09:00;QUA - 07:00 as 09:00;;1;;DM;CEAGRI I - Térreo - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1508;DIAGNOSE E MANEJO DE FITOBACTERIOSE;SA1;TER-08:00 as12:00;;;OPT;OPTATIVA;DEPA;CEAGRI 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1509;DIAGNOSE E MANEJO DE FITONEMATOSE;SA1;SEG-08:00 as 12:00;;;OPT;OPTATIVA;DEPA;CEAGRI 1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1513;DOENÇAS DAS FRUTEIRAS TROPICAIS A;SA1;QUI - 08:00 as 12:00;;;OPT;OPTATIVA;DEPA;CEAGRI 1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4132;ECONOMIA RURAL;SA1;SEG - 09:00 as 10:00;TER - 09:00 as 12:00;;9;;DECON;CEAGRI I - 2º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11261;ENERGIA NA AGRICULTURA;SA1;QUA - 07:00 as 09:00;QUI - 11:00 as 12:00;;3;;DTR;CEAGRI I - 1º andar. - Sala 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1212;ENTOMOLOGIA AGRÍCOLA;SA1;TER - 07:00 as 10:00;SEX - 09:00 as 10:00;;5;;DEPA;CEAGRI I - 1º andar - Sala 09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2450;ENTOMOLOGIA GERAL A;SA1;SEG - 09:00 as 12:00;;;4;;DB;CEAGRI I - 1º andar - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1474;ESTÁGIO CURRICULAR SUPERVISIONADO OBRIGATÓRIO - AGRONOMIA;SA1;;;;10;;DEPA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1431;ESTATÍSTICA APLICADA À AGRICULTURA;SA1;TER - 07:00 as 09:00;SEX - 10:00 as 12:00;;4;;DEPA;CEAGRI I - 1º andar - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6276;ESTATÍSTICA BÁSICA A;SA1;QUA - 09:00 as 12:00;;;3;;DEINFO;CEAGRI I - 1º andar. - Sala 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5414;EXTENSÃO RURAL S;SA1;SEG - 10:00 as 12:00;QUI - 10:00 as 12:00;;9;;DED;CEAGRI I - 2º andar - Sala 14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1385;FERTILIDADE DO SOLO;SA1;TER - 09:00 as 11:00;QUI - 07:00 as 09:00;;7;;DEPA;CEAGRI I - 2º andar - Sala 12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6384;FÍSICA DO AMBIENTE AGRÍCOLA;SA1;QUA - 10:00 as 12:00;QUI - 11:00 as 12:00;SEX - 07:00 as 09:00;2;;DF;CEAGRI I - 1º andar. - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1323;FÍSICA DO SOLO;SA1;SEG - 10:00 as 12:00;QUA - 10:00 as 12:00;;6;;DEPA;CEAGRI I - 2º andar - Sala 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1500;FISIOLOGIA DA PRODUÇÃO DE CANA-DE-AÇÚCAR;SA1;SEG-13:00 as 17:00;;;OPT;OPTATIVA;DEPA;CEAGRI 1;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2106;FISIOLOGIA VEGETAL;SA1;SEG - 07:00 as 09:00;TER - 07:00 as 09:00;;3;;DB;CEAGRI I - 1º andar. - Sala 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1487;FLORICULTURA PLANTAS ORNAMENTAIS E PAISAGISMO;SA1;QUA - 07:00 as 09:00;SEX - 10:00 as 12:00;;7;;DEPA;CEAGRI I - 2º andar - Sala 12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1433;FRUTICULTURA;SA1;QUA - 07:00 as 09:00;QUI - 10:00 as 12:00;;8;;DEPA;CEAGRI I - 2º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10201;FUNDAMENTOS DA QUÍMICA ANALÍTICA;SA1;SEG - 09:00 as 10:00;TER - 09:00 as 10:00;QUA - 09:00 as 11:00;1;;DQ;CEAGRI I - Térreo - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10300;FUNDAMENTOS DA QUÍMICA ORGÂNICA;SA1;TER - 11:00 as 12:00;QUA - 09:00 as 10:00;QUI - 09:00 as 11:00;2;;DQ;CEAGRI I - 1º andar. - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1217;FUNDAMENTOS DE FITOPATOLOGIA;SA1;TER - 07:00 as 09:00;QUI - 10:00 as 12:00;;6;;DEPA;CEAGRI I - 2º andar - Sala 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12132;FUNDAMENTOS DE ZOOTECNIA;SA1;QUA - 07:00 as 10:00;;;6;;DZ;CEAGRI I - 2º andar - Sala 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2319;GENÉTICA GERAL;SA1;SEG - 10:00 as 12:00;QUI - 07:00 as 09:00;;2;;DB;CEAGRI I - 1º andar. - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11352;HIDRÁULICA AGRÍCOLA;SA1;SEG - 07:00 as 09:00;TER - 10:00 as 12:00;;6;;DTR;CEAGRI I - 2º andar - Sala 11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11342;HIDROLOGIA AGRICOLA;SA1;QUI - 11:00 as 12:00;SEX - 07:00 as 10:00;;7;;DTR;CEAGRI I - 2º andar - Sala 12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1434;HORTICULTURA GERAL;SA1;SEG - 07:00 as 09:00;QUA - 07:00 as 09:00;;5;;DEPA;CEAGRI I - 1º andar - Sala 09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1468;INTRODUCAO A AGRONOMIA;SA1;SEG - 10:00 as 12:00;;;1;;DEPA;CEAGRI I - Térreo - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1350;INTRODUÇÃO À CIÊNCIA DO SOLO;SA1;TER - 10:00 as 12:00;QUI - 10:00 as 12:00;;4;;DEPA;CEAGRI I - 1º andar - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6262;INTRODUÇÃO À INFORMÁTICA;SA1;QUI - 07:00 as 10:00;;;1;;DEINFO;CEAGRI I - Térreo - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1496;INTRODUÇÃO AO SENSORIAMENTO REMOTO;SA1;TER - 09: 00 as 11:00;QUI-09:00 as 11:00;;OPT;OPTATIVA;DEPA;CEAGRI 1;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11334;IRRIGAÇÃO E DRENAGEM A;SA1;SEG - 09:00 as 12:00;QUA - 09:00 as 10:00;;8;;DTR;CEAGRI I - 2º andar - Sala 13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4705;LEGISLAÇÃO E POLÍTICA AGRÁRIA;SA1;TER - 09:00 as 10:00;QUA - 07:00 as 09:00;;4;;DECISO;CEAGRI I - 1º andar - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1221;MANEJO DE DOENÇAS DE PLANTAS;SA1;SEG - 10:00 as 12:00;TER - 07:00 as 09:00;;7;;DEPA;CEAGRI I - 2º andar - Sala 12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
