CÓDIGO;COMPONENTE CURRICULAR;TURMA;HORARIO 1;HORARIO 2;HORARIO 3;PERÍODO;TIPO;DEPARTAMENTO;LOCAL;VAGAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5124;FUNDAMENTOS SÓCIO-FILOSÓFICOS DA EDUCAÇÃO FÍSICA;LE1;SEG - 09:00 as 10:00;QUA - 07:00 as 10:00;;2;;DED;MANOEL AMARO - 1º andar - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5287;HISTÓRIA DA EDUCAÇÃO FÍSICA;LE1;SEX - 08:00 as 12:00;;;1;;DED;MANOEL AMARO - 1º andar - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6262;INTRODUÇÃO À INFORMÁTICA;LE1;TER - 07:00 as 10:00;;;1;;DEINFO;MANOEL AMARO - 1º andar - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4341;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;LE1;SEG - 10:00 as 12:00;QUA - 10:00 as 12:00;;6;;DL;MANOEL AMARO - 1º andar - Sala 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5203;METODOLOGIA DA PESQUISA EM EDUCAÇÃO;LE1;SEX - 09:00 as 12:00;;;3;;DED;MANOEL AMARO - 1º andar - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15501;METODOLOGIA DAS PRÁTICAS CORPORAIS PARA ADULTO;LE1;SEG - 07:00 as 09:00;QUI - 07:00 as 09:00;;8;;DEFIS;MANOEL AMARO - 1º andar - Sala 09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15518;METODOLOGIA DO BASQUETEBOL;LE1;QUI- 14:00 as 18:00;;;OPT;OPTATIVA;DEFIS;MANOEL AMARO - 1º andar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15502;METODOLOGIA DO ENSINO DA DANÇA;LE1;SEX - 08:00 as 12:00;;;7;;DEFIS;MANOEL AMARO - 1º andar - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15512;METODOLOGIA DO ENSINO DA EDUCAÇÃO FÍSICA ENSINO FUNDAMENTAL - 1º AO 9º ANO;LE1;QUI - 08:00 as 12:00;;;4;;DED;MANOEL AMARO - 1º andar - Sala 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15513;METODOLOGIA DO ENSINO DA EDUCAÇÃO FÍSICA NO ENSINO MÉDIO;LE1;SEG - 11:00 as 12:00;QUI - 10:00 as 12:00;;5;;DED;MANOEL AMARO - 1º andar - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15503;METODOLOGIA DO ENSINO DA GINÁSTICA;LE1;TER - 08:00 as 12:00;;;6;;EDFIS;MANOEL AMARO - 1º andar - Sala 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15504;METODOLOGIA DO ENSINO DAS LUTAS;LE1;SEX - 08:00 as 12:00;;;6;;EDFIS;MANOEL AMARO - 1º andar - Sala 07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15505;METODOLOGIA DO ENSINO DO JOGO;LE1;SEG - 08:00 as 12:00;;;7;;DEFIS;MANOEL AMARO - 1º andar - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15522;METODOLOGIA DO FUTEBOL DE CAMPO;LE1;SEG - 07:00 as 10:00;QUA - 09:00 as 10:00;;6;OPTATIVA;DEFIS;MANOEL AMARO - 1º andar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15519;METODOLOGIA DO FUTSAL;LE1;TER-14:00 às 16:00;QUI-14:00 às 16:00;;OPT;OPTATIVA;DEFIS;MANOEL AMARO - 1º andar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4460;METODOLOGIA DO TRABALHO ACADÊMICO;LE1;TER - 10:00 as 12:00;QUI - 07:00 as 09:00;;1;;EDFIS;MANOEL AMARO - 1º andar - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15507;METODOLOGIA DO TREINAMENTO ESPORTIVO;LE1;TER - 07:00 as 09:00;QUA - 07:00 as 09:00;;5;;EDFIS;MANOEL AMARO - 1º andar - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15508;METODOLOGIA DOS ESPORTES COLETIVOS I;LE1;SEG - 07:00 as 11:00;;;3;;EDFIS;MANOEL AMARO - 1º andar - Sala 04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15509;METODOLOGIA DOS ESPORTES COLETIVOS II;LE1;TER - 07:00 as 09:00;QUA - 07:00 as 09:00;;4;;EDFIS;MANOEL AMARO - 1º andar - Sala 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15510;METODOLOGIA DOS ESPORTES INDIVIDUAIS I;LE1;SEG - 07:00 as 09:00;SEX - 07:00 as 09:00;;4;;EDFIS;MANOEL AMARO - 1º andar - Sala 05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15511;METODOLOGIA DOS ESPORTES INDIVIDUAIS II;LE1;QUI - 08:00 as 12:00;;;5;;EDFIS;MANOEL AMARO - 1º andar - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15103;MONOGRAFIA-LIC. EM EDUCAÇÃO FÍSICA;LE1;SEG - 09:00 as 12:00;;;8;;DEFIS;MANOEL AMARO - 1º andar - Sala 09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15102;ORGANIZAÇÃO E GESTÃO DA EDUCAÇÃO FÍSICA;LE1;SEX - 09:00 as 12:00;;;5;;EDFIS;MANOEL AMARO - 1º andar - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5317;PSICOLOGIA I;LE1;QUI - 09:00 AS 12:00;SEX- 07:00 as 08:00;;1;;DED;MANOEL AMARO - 1º andar - Sala 02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5319;PSICOLOGIA II;LE1;QUI - 07:00 as 10:00;SEX - 09:00 as 10:00;;2;;DED;MANOEL AMARO - 1º andar - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15104;SEMINÁRIO DE MONOGRAFIA;LE1;QUA - 09:00 as 12:00;;;7;;DEFIS;MANOEL AMARO - 1º andar - Sala 08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4465;SOCIOLOGIA DAS PRÁTICAS CORPORAIS;LE1;SEG - 10:00 as 12:00;QUA - 10:00 as 12:00;;2;;DECISO;MANOEL AMARO - 1º andar - Sala 03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15101;SOCORROS E URGÊNCIA;LE1;QUI - 09:00 as 12:00;;;8;;DEFIS;MANOEL AMARO - 1º andar - Sala 09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6419;ALGEBRA LINEAR I;LF1;SEG - 18:30 as 20:10;QUA - 20:10 as 21:50;;5;;DM;CEGEN - SALA 101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7206;BIOFÍSICA;LF1;TER- 20:10 as 21:50;QUI- 18:30 as 20:10;;OPT;OPTATIVA;DMFA;CEGEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6445;CALCULO DIFERENCIAL E INTEGRAL II L;LF1;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;;2;;DM;CEGEN - SALA 104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6442;CALCULO DIFERENCIAL E INTEGRAL III L;LF1;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;;3;;DM;CEGEN - SALA 103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6443;CALCULO DIFERENCIAL E INTEGRAL IV L;LF1;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;;4;;DM;CEGEN - SALA 102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6507;CÁLCULO NI;LF1;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;;1;;DM;CEGEN - SALA 106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6206;CALCULO NUMÉRICO;LF1;SEG - 18:30 as 20:10;QUA - 20:10 as 21:50;;3;;DEINFO;CEGEN - SALA 103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5268;DIDÁTICA ;LF1;TER - 20:10 as 21:50;SEX - 20:10 as 21:50;;5;;DED;CEGEN - SALA 101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6310;ELETROMAGNETISMO;LF1;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;;7;;DF;CEGEN - SALA 105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6394;ELETRONICA;LF1;SEG - 18:30 as 20:10;TER - 18:30 as 20:10;;8;;DF;CEGEN - SALA 004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5428;ESTÁGIO CURRICULAR I- LICENCIATURA EM FÍSICA;LF1;QUA - 18:30 as 20:10;SEX - 20:10 as 21:50;;8;;DED;CEGEN - SALA 004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5429;ESTÁGIO CURRICULAR II- LICENCIATURA EM FÍSICA;LF1;QUA - 18:30 as 20:10;;;9;;DED;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6257;ESTATISTICA B (TURMA TU1);LF1;QUA - 20:10 as 21:50;SEX - 18:30 as 20:10;;4;Fusao LM1 e LF1;DEINFO;CEGEN - SALA 102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6311;ESTRUTURA DA MATERIA;LF1;TER - 20:10 as 21:50;QUI - 20:10 as 21:50;;8;;DF;CEGEN - SALA 004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5140;ESTRUTURA E FUNCIONAMENTO DA EDUCAÇÃO BRASILEIRA (TURMA TU2);LF1;QUA - 20:10 as 21:50;QUI - 20:10 as 21:50;;6;;DED;MANOEL AMARO - 1º and - Sala 06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6397;FISICA APLICADA;LF1;QUA - 20:10 as 21:50;SEX - 18:30 as 20:10;;9;;DF;CEGOE- SALA 23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6602;FÍSICA CONTEMPORÂNEA;LF1;SEX- 18:30 as 20:10;;;1;;DF;CEGEN - SALA 106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6353;FISICA GERAL E EXPERIMENTAL I;LF1;TER - 20:10 as 21:50;QUA - 20:10 as 21:50;QUI - 18:30 as 20:10;2;;DF;CEGEN - SALA 104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6354;FISICA GERAL E EXPERIMENTAL II;LF1;SEG - 20:10 as 21:50;TER - 20:10 as 21:50;QUI - 18:30 as 20:10;3;;DF;CEGEN - SALA 103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6358;FÍSICA GERAL E EXPERIMENTAL III;LF1;SEG - 20:10 as 21:50;QUA- 18:30 as 20:10;QUI - 18:30 as 20:10;4;;DF;CEGEN - SALA 102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6365;FISICA GERAL E EXPERIMENTAL IV;LF1;SEG - 20:10 as 21:50;TER - 18:30 as 20:10;QUI - 20:10 as 21:50;5;;DF;CEGEN - SALA 101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6315;FISICA MODERNA;LF1;SEG - 18:30 as 20:10;QUA - 20:10 as 21:50;;7;;DF;CEGEN - SALA 105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5139;FUNDAMENTOS FILOSÓFICOS HISTÓRICOS E SOCIOLÓGICOS DA EDUCAÇÃO;LF1;TER - 20:10 as 21:50;SEX - 20:10 as 21:50;;1;;DED;CEGEN - SALA 106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5139;FUNDAMENTOS FILOSÓFICOS HISTÓRICOS E SOCIOLÓGICOS DA EDUCAÇÃO ;LF1;TER - 20:10 as 21:50;SEX - 20:10 as 21:50;;4;;DED;CEGEN - SALA 106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6453;GEOMETRIA ANALÍTICA A L;LF1;SEG- 20:10 as 21:50;QUA- 18:30 as 20:10;;1;;DM;CEGEN - SALA 106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6398;HISTORIA DA FISICA CLASSICA;LF1;SEG - 20:10 as 21:50;QUI - 18:30 as 20:10;;7;;DF;CEGEN - SALA 105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6301;INSTRUMENTAÇÃO ENSINO FÍSICA I;LF1;SEG - 20:10 as 21:50;QUA - 20:10 as 21:50;;8;;DF;CEGEN - SALA 004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6302;INSTRUMENTAÇÃO PARA O ENSINO DA FÍSICA II;LF1;TER - 18:30 as 20:10;QUI - 18:30 as 20:10;;9;;DF;CEGOE- SALA 23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6209;INTRODUCAO A COMPUTACAO;LF1;QUA - 18:30 as 20:10;SEX - 18:30 as 20:10;;5;;DEINFO;CEGEN - SALA 101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6378;INTRODUCAO A RELATIVIDADE;LF1;TER - 18:30 as 20:10;QUI - 18:30 as 20:10;;6;;DF;CEGEN - SALA 107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4341;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS ;LF1;QUA - 20:10 as 21:50;SEX - 18:30 as 20:10;;9;LM + LQ +LF;DL;PRÉDIO NOVO DA BIOLOGIA – SALA 101 - 1º ANDAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6381;MECANICA CLASSICA I;LF1;TER - 20:10 as 21:50;SEX - 18:30 as 20:10;;6;;DF;CEGEN - SALA 107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6304;MECANICA CLASSICA II;LF1;TER - 20:10 as 21:50;SEX - 18:30 as 20:10;;7;;DF;CEGEN - SALA 105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5253;METODOLOGIA DO ENSINO DA FÍSICA;LF1;SEG - 20:10 as 21:50;SEX - 20:10 as 21:50;;6;;DED;CEGEN - SALA 107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6303;MONOGRAFIA - ENSINO DA FÍSICA;LF1;;;;9;;DF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4310;PORTUGUÊS II;LF1;SEG - 20:10 as 21:50;QUA - 18:30 as 20:10;;2;;DL;CEGEN - SALA 104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4304;PRODUÇÃO DE TEXTOS ACADÊMICOS I;LF1;SEG - 18:30 as 20:10;QUI - 18:30 as 20:10;;1;;DL;CEGEN - SALA 106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5314;PSICOLOGIA DA EDUCACAO I;LF1;SEG - 18:30 as 20:10;SEX - 18:30 as 20:10;;2;;DED;CEGEN - SALA 104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5313;PSICOLOGIA DA EDUCACAO II;LF1;QUA - 18:30 as 20:10;SEX - 18:30 as 20:10;;3;;DED;CEGEN - SALA 103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6382;TERMODINÂMICA E INTRODUÇÃO À FÍSICA ESTATÍSTICA;LF1;SEG - 18:30 as 20:10;QUA - 18:30 as 20:10;;6;;DF;CEGEN - SALA 107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6006;ÁLGEBRA LINEAR M I;LM1;QUA - 20:10 as 21:50;SEX- 18:30 as 20:10;;3;;DM;CEGEN - SALA 203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6007;ÁLGEBRA LINEAR M II;LM1;QUA - 20:10 as 21:50;SEX - 18:30 as 20:10;;4;;DM;CEGEN - SALA 301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6410;ANÁLISE COMBINATÓRIA;LM1;TER - 20:10 as 21:50;QUI - 18:30 as 20:10;;5;;DM;CEGEN - SALA 303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6114;ANÁLISE REAL;LM1;QUA - 20:10 as 21:50;SEX - 18:30 as 20:10;;7;;DM;CEGEN - SALA 205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6496;ARITMÉTICA DOS INTEIROS;LM1;SEG- 20:10 as 21:50;QUA- 18:30 as 20:10;;3;;DM;CEGEN - SALA 203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6494;CÁLCULO M I;LM1;SEG - 18:30 as 20:10;QUI - 20:10 as 21:50;;2;;DM;CEGEN - SALA 304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6491;CÁLCULO M II;LM1;SEG - 18:30 as 20:10;QUI - 20:10 as 21:50;;3;;DM;CEGEN - SALA 203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6412;CÁLCULO M III;LM1;SEG - 18:30 as 20:10;QUI - 20:10 as 21:50;;4;;DM;CEGEN - SALA 301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6413;CÁLCULO M IV;LM1;SEG - 18:30 as 20:10;QUI - 20:10 as 21:50;;5;;DM;CEGEN - SALA 303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6414;CÁLCULO M V;LM1;SEG - 18:30 as 20:10;QUI - 20:10 as 21:50;;6;;DM;CEGEN - SALA 306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6175;DESENHO GEOMÉTRICO I;LM1;TER - 18:30 as 20:10;SEX - 20:10 as 21:50;;3;;DM;CEGEN - SALA 203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6174;DESENHO PROJETIVO;LM1;SEG - 18:30 as 20:10;QUA - 20:10 as 21:50;;OPT;OPTATIVA;DM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5268;DIDÁTICA (TURMA TU1);LM1;TER - 18:30 as 20:10;SEX - 20:10 as 21:50;;5;;DED;PRÉDIO NOVO DE BIOLOGIA  - SALA 102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5145;EDUCAÇÃO DAS RELACÕES ÉTNICOS RACIAIS;LM1;SEG-20:10 as 21:50;QUA-18:30 as 20:10;;2;;DED;CEGEN - SALA 304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6461;ELEMENTOS DE LÓGICA MATEMÁTICA;LM1;SEG - 20:10 as 21:50;QUA - 18:30 as 20:10;;1;;DM;CEGEN - SALA 204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5353;ESTÁGIO SUPERVISIONADO I - LICENCIATURA EM MATEMÁTICA;LM1;TER - 18:30 as 21:50;;;6;;DED;CEGEN - SALA 306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5354;ESTÁGIO SUPERVISIONADO II - LICENCIATURA EM MATEMÁTICA;LM1;TER - 18:30 as 21:50;;;7;;DED;CEGEN - SALA 205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5357;ESTÁGIO SUPERVISIONADO III - LICENCIATURA EM MATEMÁTICA;LM1;TER - 18:30 as 21:50;QUA - 18:30 as 20:10;SEX - 20:10 as 21:50;8;;DED;CEGEN - SALA 305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5358;ESTÁGIO SUPERVISIONADO IV - LICENCIATURA EM MATEMÁTICA;LM1;SEG - 18:30 as 21:50;QUA - 18:30 as 21:50;QUI - 18:30 as 21:00;9;;DED;CEGEN - SALA 206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6257;ESTATISTICA B (TURMA TU1);LM1;QUA - 20:10 as 21:50;SEX - 18:30 as 20:10;;6;Fusao LM1 e LF1;DEINFO;CEGEN - SALA 306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5140;ESTRUTURA E FUNCIONAMENTO DA EDUCAÇÃO BRASILEIRA (TURMA TU1);LM1;TER - 18:30 as 20:10;SEX - 20:10 as 21:50;;4;LM E LQ;DED;Departamento de Química - Sala 2B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6008;EVOLUÇÃO DAS IDÉIAS MATEMÁTICAS;LM1;SEG - 20:10 as 21:50;QUI - 18:30 as 20:10;;8;;DM;CEGEN - SALA 305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6379;FÍSICA GERAL C;LM1;QUA - 18:30 as 20:10;SEX - 20:10 as 21:50;;7;;DF;CEGEN - SALA 205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6477;FUNÇÕES REAIS;LM1;SEG - 18:30 as 20:10;QUI - 20:10 as 21:50;;1;;DM;CEGEN - SALA 204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5139;FUNDAMENTOS FILOSÓFICOS HISTÓRICOS E SOCIOLÓGICOS DA EDUCAÇÃO;LM1;TER - 20:10 as 21:50;QUI-18:30 as 20:10;;1;;DED;CEGEN - SALA 204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6453;GEOMETRIA ANALÍTICA AL;LM1;QUA-20:10 as 21:50;SEX-18:30 as 20:10;;2;;DM;CEGEN - SALA 304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6115;GEOMETRIA ESPACIAL;LM1;TER - 18:30 as 20:10;SEX - 20:10 as 21:50;;OPT;OPTATIVA;DM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6411;GEOMETRIA EUCLIDIANA;LM1;TER - 18:30 as 20:10;SEX - 20:10 as 21:50;;2;;DM;CEGEN - SALA 304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6004;INTRODUÇÃO À TEORIA DOS ANÉIS;LM1;SEG - 20:10 as 21:50;QUA - 18:30 as 20:10;;4;;DM;CEGEN - SALA 301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6005;INTRODUÇÃO A TEORIA DOS GRUPOS;LM1;SEG - 20:10 as 21:50;QUA - 18:30 as 20:10;;5;;DM;CEGEN - SALA 303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6115;INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS;LM1;SEG- 18:30 as 20:10;QUI- 20:10 as 21:50;;7;;DM;CEGEN - SALA 205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6415;LABORATÓRIO DE MATEMÁTICA I;LM1;SEG - 20:10 as 21:50;QUI - 18:30 as 20:10;;8;;DM;CEGEN - SALA 305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6416;LABORATÓRIO DE MATEMÁTICA II;LM1;SEG - 20:10 as 21:50;QUI - 18:30 as 20:10;;7;EXTRA;DM;CEGEN - SALA 205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5482;METODOLOGIA CIENTÍFICA EM MATEMÁTICA ;LM1;TER-20:10 as 21:50;QUI-18:30 as 20:10;;4;;DED;CEGEN - SALA 301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5254;METODOLOGIA DO ENSINO DA MATEMÁTICA;LM1;QUA - 18:30 as 20:10;SEX - 20:10 as 21:50;;6;;DED;CEGEN - SALA 306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6108;MONOGRAFIA-LIC. EM MATEMÁTICA;LM1;;;;9;;DM;CEGEN - SALA 206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6501;NÚMEROS ;LM1;QUA-20:10 as 21:50;SEX-18:30 as 20:10;;1;;DM;CEGEN - SALA 204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4304;PRODUÇÃO DE TEXTOS ACADÊMICOS I;LM1;TER - 18:30 as 20:10;SEX- 20:10 as 21:50;;1;;DL;CEGEN - SALA 204;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5317;PSICOLOGIA I;LM1;TER - 20:10 as 21:50;QUI - 18:30 as 20:10;;2;LC e LM;DED;CEGEN - SALA 304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5319;PSICOLOGIA II;LM1;TER - 20:10 as 21:50;QUI - 18:30 as 20:10;;3;LC e LM;DED;CEGEN - SALA 203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6502;SEQUÊNCIAS E SÉRIES;LM1;SEG - 20:10 as 21:50;QUI - 18:30 as 20:10;;6;;DM;CEGEN - SALA 306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
